flow_id,src_ip,dst_ip,flow_duration,packet_rate,byte_rate,pkt_iat_mean,pkt_iat_std,packet_len_mean,packet_in_count,tcp_flags_syn_count,flow_active_ratio,rsu_channel_occupancy,label
235,10.0.2.245,192.168.1.124,9.6235,54.83,40724.88,4.21,4.16,851.25,0,43,0.725,0.229,2
236,10.0.2.37,192.168.1.19,18.1904,740.28,557218.67,0.67,5.31,1152.91,168,0,0.817,0.716,1
237,10.0.3.138,192.168.1.247,6.6607,38.32,61782.28,27.71,1.84,978.67,2,1,0.896,0.354,0
238,10.0.3.96,192.168.1.123,24.6172,64.07,43250.66,17.98,8.98,875.19,1,2,0.754,0.311,0
239,10.0.2.161,192.168.1.198,6.7829,50.26,32650.72,19.71,6.47,954.52,2,1,0.82,0.205,0
240,10.0.3.137,192.168.1.9,23.1471,534.69,441404.69,0.96,3.81,1035.25,177,0,0.751,0.653,1
241,10.0.4.2,192.168.1.11,5.2145,42.72,50094.65,3.1,3.53,1152.02,2,43,0.711,0.246,2
242,10.0.2.60,192.168.1.189,25.4228,51.77,1459447.28,18.91,4.82,1479.56,0,1,0.79,0.447,3
243,10.0.4.177,192.168.1.232,2.6071,28.94,61475.39,16.36,8.56,849.2,1,1,0.942,0.337,0
244,10.0.2.20,192.168.1.83,7.8708,56.21,60401.89,12.98,10.29,865.38,5,1,0.945,0.245,0
245,10.0.4.164,192.168.1.189,8.9069,36.88,42285.3,1.54,3.48,1005.78,3,42,0.855,0.342,2
246,10.0.3.46,192.168.1.173,1.3213,55.09,1324150.53,14.8,4.63,1438.1,3,1,0.761,0.364,3
247,10.0.1.29,192.168.1.170,22.5259,49.51,48396.4,21.65,7.9,1131.91,4,0,0.765,0.305,0
248,10.0.3.147,192.168.1.193,10.2523,39.23,58362.23,19.13,4.37,970.27,1,0,0.843,0.215,0
249,10.0.2.90,192.168.1.126,12.8136,59.58,50516.61,21.15,7.15,1033.65,5,0,0.75,0.262,0
250,10.0.4.10,192.168.1.110,18.1,59.04,55602.37,15.95,6.5,1142.31,1,0,0.851,0.297,0
251,10.0.4.38,192.168.1.75,28.0498,651.2,579394.1,0.55,6.51,1071.95,267,0,0.924,0.581,1
252,10.0.1.131,192.168.1.154,2.1684,51.99,1318062.88,20.68,5.36,1451.97,1,1,0.922,0.238,3
253,10.0.3.184,192.168.1.15,17.6768,1145.41,624902.1,0.39,3.63,733.09,318,1,0.75,0.871,1
254,10.0.1.127,192.168.1.154,28.7325,34.92,38430.22,19.88,3.54,956.2,3,3,0.873,0.436,0
255,10.0.3.73,192.168.1.180,20.4114,45.46,42472.45,16.06,4.22,973.84,1,1,0.871,0.259,0
256,10.0.3.43,192.168.1.118,10.0747,60.29,1127893.54,14.28,6.64,1461.46,0,1,0.912,0.296,3
257,10.0.3.51,192.168.1.37,12.652,475.87,679606.48,0.97,4.77,977.43,181,0,0.735,0.777,1
258,10.0.2.247,192.168.1.200,21.1604,56.68,59587.19,21.71,4.82,1019.63,0,0,0.832,0.243,0
259,10.0.3.227,192.168.1.95,15.6601,38.62,50244.07,4.72,3.88,766.99,2,23,0.815,0.264,2
260,10.0.4.215,192.168.1.23,29.8763,67.46,57931.76,19.39,4.08,976.1,1,0,0.7,0.429,0
261,10.0.2.107,192.168.1.217,22.8326,55.95,53681.62,1.93,6.53,844.66,1,37,0.887,0.429,2
262,10.0.2.8,192.168.1.41,12.3625,61.07,44260.7,25.47,8.81,909.19,3,1,0.947,0.321,0
263,10.0.4.66,192.168.1.183,23.6925,47.6,59160.51,17.92,6.29,1170.84,2,0,0.926,0.217,0
264,10.0.3.123,192.168.1.18,7.7735,51.1,32289.31,22.36,1.34,815.73,3,0,0.938,0.215,0
265,10.0.1.122,192.168.1.188,20.5465,40.16,59907.98,19.54,2.42,904.47,2,0,0.909,0.326,0
266,10.0.1.85,192.168.1.130,6.7774,54.2,40066.41,3.62,2.22,759.96,1,26,0.778,0.326,2
267,10.0.1.131,192.168.1.56,16.8643,47.79,42577.52,17.48,4.81,979.88,0,0,0.798,0.437,0
268,10.0.3.91,192.168.1.227,15.7361,54.12,45679.98,2.42,8.14,980.8,3,29,0.84,0.368,2
269,10.0.2.226,192.168.1.204,17.0062,739.46,362092.46,0.17,5.43,1108.23,381,1,0.795,0.725,1
270,10.0.1.51,192.168.1.113,18.6846,51.07,43958.32,13.08,3.93,960.39,1,1,0.777,0.432,0
271,10.0.4.121,192.168.1.48,21.7262,46.64,34461.66,17.88,4.56,1055.35,2,1,0.701,0.326,0
272,10.0.4.178,192.168.1.185,2.4386,56.07,47596.72,2.2,6.49,875.09,2,38,0.788,0.427,2
273,10.0.4.135,192.168.1.145,13.5771,46.07,60016.32,26.97,6.42,1064.4,1,1,0.813,0.387,0
274,10.0.2.143,192.168.1.109,20.1894,53.8,46590.83,18.76,4.2,1378.66,0,1,0.833,0.299,0
275,10.0.3.82,192.168.1.49,27.0407,68.56,52242.35,18.27,1.78,960.6,0,0,0.944,0.261,0
276,10.0.4.181,192.168.1.124,5.4412,46.64,56715.31,27.64,6.78,1114.13,3,0,0.924,0.23,0
277,10.0.2.217,192.168.1.126,10.4489,931.63,620287.0,0.73,5.77,1206.22,369,0,0.735,0.598,1
278,10.0.4.104,192.168.1.5,28.6405,39.03,53332.4,20.85,1.62,1029.0,0,1,0.776,0.333,0
279,10.0.2.140,192.168.1.125,21.5154,55.66,53010.24,15.0,5.44,1054.85,1,1,0.762,0.302,0
280,10.0.3.138,192.168.1.130,6.7291,43.74,44780.93,22.53,4.75,876.1,2,1,0.933,0.431,0
281,10.0.4.43,192.168.1.28,25.2561,997.69,988038.45,0.85,3.99,972.58,345,0,0.814,0.701,1
282,10.0.4.36,192.168.1.180,25.0113,45.45,51646.08,19.79,7.9,974.89,2,3,0.725,0.298,0
283,10.0.2.209,192.168.1.66,17.5563,37.65,38778.47,18.62,3.37,1032.61,5,1,0.821,0.389,0
284,10.0.4.157,192.168.1.83,13.1549,46.73,37641.62,20.87,4.63,934.56,1,0,0.888,0.427,0
285,10.0.3.8,192.168.1.41,18.4932,52.35,44598.97,20.62,6.42,1033.12,5,0,0.777,0.25,0
286,10.0.3.69,192.168.1.105,9.6422,39.9,39558.59,21.9,2.53,919.12,4,2,0.938,0.285,0
287,10.0.1.72,192.168.1.57,1.6093,49.41,44949.83,20.4,5.13,1011.96,3,4,0.935,0.269,0
288,10.0.2.64,192.168.1.122,27.7863,804.68,664391.16,0.77,2.14,915.92,248,0,0.801,0.571,1
289,10.0.3.91,192.168.1.50,22.9296,65.59,34695.39,28.15,4.25,963.6,1,1,0.846,0.421,0
290,10.0.3.217,192.168.1.178,24.0741,31.1,47938.15,18.0,1.93,1080.63,1,2,0.778,0.329,0
291,10.0.3.152,192.168.1.157,17.88,1246.65,554958.05,0.6,-0.26,1058.26,346,2,0.837,0.669,1
292,10.0.3.35,192.168.1.195,12.6492,49.05,62445.3,20.05,7.39,1234.81,1,2,0.702,0.219,0
293,10.0.3.53,192.168.1.190,29.6556,36.71,49388.12,19.51,6.95,854.18,1,0,0.894,0.234,0
294,10.0.1.121,192.168.1.22,14.2547,59.82,906174.07,11.28,5.5,1479.46,3,2,0.822,0.436,3
295,10.0.1.185,192.168.1.184,9.194,51.18,43241.86,12.14,3.41,1022.4,1,1,0.779,0.222,0
296,10.0.4.174,192.168.1.133,12.3944,966.15,727320.87,0.89,7.46,1026.8,184,1,0.887,0.557,1
297,10.0.1.164,192.168.1.215,25.7462,54.35,1937614.96,19.8,5.49,1458.3,4,1,0.796,0.287,3
298,10.0.2.173,192.168.1.73,10.8015,728.75,675751.76,0.89,3.37,1116.37,267,0,0.828,0.905,1
299,10.0.3.49,192.168.1.149,21.8224,42.43,47622.89,8.69,3.2,942.85,3,3,0.832,0.372,0
300,10.0.1.197,192.168.1.72,4.0859,55.46,47273.22,21.22,5.16,1025.1,0,2,0.831,0.36,0
301,10.0.1.121,192.168.1.67,21.7636,468.1,540570.48,0.3,5.37,1226.37,277,2,0.733,0.964,1
302,10.0.4.177,192.168.1.55,9.4021,56.06,42546.77,16.6,8.3,892.23,1,2,0.9,0.26,0
303,10.0.4.217,192.168.1.70,8.766,41.43,48578.89,14.53,6.0,1096.94,3,2,0.916,0.404,0
304,10.0.4.163,192.168.1.68,29.6337,696.19,1060597.14,0.59,6.51,1029.91,284,1,0.819,0.624,1
305,10.0.2.85,192.168.1.90,7.7529,30.34,49171.39,20.09,2.31,826.94,1,3,0.894,0.402,0
306,10.0.4.83,192.168.1.88,2.124,41.55,65946.41,19.99,6.62,907.38,2,2,0.766,0.308,0
307,10.0.2.48,192.168.1.54,4.0251,26.28,70420.7,21.48,3.45,1023.57,1,0,0.712,0.264,0
308,10.0.2.187,192.168.1.204,12.2142,51.76,54627.43,4.77,6.43,1017.92,2,1,0.851,0.364,0
309,10.0.1.50,192.168.1.240,25.255,1514.75,991966.32,0.46,3.26,918.77,178,0,0.807,0.698,1
310,10.0.1.67,192.168.1.183,11.4417,49.28,841050.24,18.32,7.25,1424.38,2,0,0.864,0.21,3
311,10.0.1.241,192.168.1.10,15.5302,576.36,555957.26,0.67,4.64,1079.86,132,0,0.858,0.454,1
312,10.0.1.74,192.168.1.92,22.9427,37.26,53350.21,17.54,4.03,1018.61,1,0,0.843,0.405,0
313,10.0.1.156,192.168.1.130,1.7716,43.74,57470.73,26.99,8.11,1078.06,2,0,0.732,0.369,0
314,10.0.1.223,192.168.1.106,15.8722,37.07,38184.21,11.82,6.88,1160.11,3,0,0.808,0.208,0
315,10.0.2.208,192.168.1.145,21.6544,55.54,44661.45,16.73,6.73,998.24,1,2,0.737,0.361,0
316,10.0.4.29,192.168.1.78,11.1726,49.75,62759.77,11.67,4.42,967.54,2,0,0.836,0.371,0
317,10.0.4.181,192.168.1.182,6.4608,52.7,44266.6,18.62,7.72,946.87,1,1,0.724,0.242,0
318,10.0.2.104,192.168.1.187,4.6138,37.28,43694.57,18.7,2.52,827.81,2,0,0.817,0.371,0
319,10.0.2.172,192.168.1.82,24.1581,50.34,52166.83,18.48,4.56,1114.94,2,0,0.891,0.434,0
320,10.0.2.63,192.168.1.107,7.9406,45.21,2880460.13,18.14,6.22,1438.2,3,0,0.925,0.434,3
321,10.0.4.30,192.168.1.132,1.4905,47.56,54342.96,16.57,3.31,1033.34,3,2,0.775,0.225,0
322,10.0.4.65,192.168.1.32,8.5592,50.78,47994.79,15.94,5.95,603.47,2,0,0.705,0.236,0
323,10.0.2.58,192.168.1.127,27.9341,62.28,49883.4,28.88,4.08,884.57,2,0,0.834,0.449,0
324,10.0.3.126,192.168.1.125,10.9983,55.47,58781.48,1.85,6.18,1129.51,2,50,0.861,0.269,2
325,10.0.2.221,192.168.1.118,26.5773,1469.11,786284.71,0.42,5.28,854.05,112,2,0.919,0.588,1
326,10.0.2.114,192.168.1.135,13.0532,69.87,56001.19,1.52,3.8,1292.24,1,21,0.949,0.32,2
327,10.0.2.246,192.168.1.184,14.0828,56.37,66163.0,2.83,4.93,757.49,4,33,0.794,0.225,2
328,10.0.3.74,192.168.1.117,5.7724,47.71,57184.17,19.21,3.72,1249.8,1,2,0.846,0.227,0
329,10.0.1.44,192.168.1.209,28.9702,48.21,636104.85,15.62,4.62,1460.17,1,3,0.859,0.21,3
330,10.0.3.107,192.168.1.124,29.0027,37.29,37527.07,1.46,5.54,1065.02,1,77,0.792,0.392,2
331,10.0.2.175,192.168.1.166,23.3832,44.91,59552.69,19.81,3.78,1088.88,4,0,0.834,0.344,0
332,10.0.1.14,192.168.1.148,16.5576,32.98,1425909.48,20.61,3.89,1457.35,4,1,0.781,0.405,3
333,10.0.4.113,192.168.1.48,5.5589,1145.0,1015371.8,0.18,3.7,1115.25,360,1,0.722,0.67,1
334,10.0.3.17,192.168.1.228,3.9549,43.76,50308.05,19.36,3.82,1043.23,1,2,0.804,0.211,0
335,10.0.2.74,192.168.1.162,21.3101,45.96,52654.63,26.8,5.05,1003.43,4,1,0.912,0.408,0
336,10.0.2.13,192.168.1.36,22.0558,57.38,1816669.13,31.96,5.77,1452.55,1,1,0.812,0.253,3
337,10.0.1.56,192.168.1.2,29.0,56.7,36045.51,16.46,4.47,760.62,2,0,0.805,0.394,0
338,10.0.2.241,192.168.1.25,27.5952,39.34,1539206.1,22.77,6.92,1450.95,1,0,0.767,0.33,3
339,10.0.4.232,192.168.1.101,29.3182,56.8,1683131.68,11.46,5.66,1485.64,3,0,0.701,0.45,3
340,10.0.2.228,192.168.1.138,4.3395,793.96,1011270.53,0.12,4.55,909.35,152,2,0.945,0.847,1
341,10.0.3.164,192.168.1.102,17.8134,40.12,932330.19,20.28,3.65,1408.53,1,0,0.762,0.293,3
342,10.0.1.161,192.168.1.239,9.7761,820.63,301825.31,0.12,2.9,939.63,242,2,0.881,0.719,1
343,10.0.2.164,192.168.1.117,3.6048,46.07,47656.3,19.89,4.94,856.68,1,2,0.924,0.33,0
344,10.0.1.38,192.168.1.227,8.4982,53.69,750958.73,11.56,4.99,1432.47,0,1,0.893,0.401,3
345,10.0.4.140,192.168.1.105,12.7861,35.49,45349.31,25.96,5.1,666.4,1,1,0.943,0.24,0
346,10.0.3.29,192.168.1.214,26.9252,66.64,53052.43,3.2,7.83,1067.11,1,24,0.784,0.205,2
347,10.0.4.184,192.168.1.201,29.7317,902.59,787090.14,0.85,2.24,1013.17,326,1,0.925,0.957,1
348,10.0.3.243,192.168.1.200,11.5724,46.14,54345.03,21.2,7.51,1118.49,1,2,0.813,0.236,0
349,10.0.3.237,192.168.1.128,29.7861,1103.42,551065.53,0.43,7.42,1154.71,396,1,0.858,0.53,1
350,10.0.2.137,192.168.1.11,16.2034,38.02,58870.8,21.43,4.71,1084.73,1,1,0.836,0.29,0
351,10.0.3.103,192.168.1.236,10.1471,1559.72,923530.66,0.68,2.08,893.25,391,0,0.804,0.859,1
352,10.0.1.115,192.168.1.29,24.9322,47.6,60297.13,2.88,6.83,956.86,3,21,0.912,0.427,2
353,10.0.3.55,192.168.1.134,19.3316,64.91,42843.46,4.87,5.41,1110.82,1,57,0.88,0.345,2
354,10.0.4.107,192.168.1.126,21.015,57.92,52942.48,20.31,8.49,960.19,3,1,0.912,0.311,0
355,10.0.2.208,192.168.1.225,26.5908,806.23,699625.56,0.92,2.57,831.77,197,0,0.914,0.658,1
356,10.0.2.149,192.168.1.134,26.7358,46.07,41287.89,15.55,5.39,892.09,2,1,0.823,0.219,0
357,10.0.1.32,192.168.1.124,28.6783,64.68,53828.96,23.44,3.03,1127.7,1,0,0.95,0.356,0
358,10.0.4.220,192.168.1.188,25.3918,56.27,47229.47,22.26,2.58,925.04,1,2,0.903,0.214,0
359,10.0.3.7,192.168.1.17,28.4514,48.97,41090.77,23.6,7.81,963.8,4,2,0.79,0.301,0
360,10.0.2.72,192.168.1.226,28.5646,37.66,31014.77,23.75,8.1,889.78,2,1,0.755,0.395,0
361,10.0.3.131,192.168.1.104,25.3921,33.43,879195.09,18.68,5.97,1467.31,1,1,0.919,0.208,3
362,10.0.4.199,192.168.1.62,5.5151,59.93,1552493.43,16.7,3.85,1478.16,0,1,0.909,0.291,3
363,10.0.2.93,192.168.1.140,27.8334,51.23,49990.47,25.54,5.27,958.57,3,2,0.868,0.26,0
364,10.0.4.7,192.168.1.245,16.1331,49.08,50160.25,23.97,6.95,924.46,3,0,0.844,0.239,0
365,10.0.3.218,192.168.1.20,20.024,48.49,62261.56,16.07,1.11,1305.07,1,2,0.794,0.431,0
366,10.0.1.41,192.168.1.178,22.4473,52.54,1664555.63,15.99,0.09,1488.78,1,2,0.729,0.263,3
367,10.0.1.89,192.168.1.154,28.3894,51.04,35201.52,11.55,4.65,905.01,0,1,0.868,0.333,0
368,10.0.4.32,192.168.1.34,15.5493,55.86,44256.18,21.67,4.19,617.99,2,2,0.875,0.303,0
369,10.0.2.48,192.168.1.58,28.488,49.24,1405378.02,12.79,6.3,1442.28,2,0,0.824,0.266,3
370,10.0.1.216,192.168.1.150,3.5744,45.99,58157.65,2.55,3.65,770.94,1,21,0.843,0.31,2
371,10.0.3.180,192.168.1.164,10.628,620.43,636631.23,0.89,4.27,869.68,339,0,0.915,0.789,1
372,10.0.1.130,192.168.1.74,21.1298,56.1,29203.67,23.39,2.84,1041.55,4,2,0.776,0.315,0
373,10.0.3.8,192.168.1.209,8.0917,63.57,43132.19,14.18,-0.79,987.24,1,0,0.738,0.376,0
374,10.0.2.89,192.168.1.195,23.3958,69.07,35639.08,18.7,3.69,972.97,2,0,0.841,0.436,0
375,10.0.3.106,192.168.1.135,23.1633,63.71,55750.96,25.99,5.89,1099.84,5,1,0.744,0.441,0
376,10.0.2.205,192.168.1.209,29.977,39.94,40237.54,18.51,4.4,1136.77,4,0,0.918,0.359,0
377,10.0.1.134,192.168.1.81,5.5506,43.31,39447.77,2.59,8.02,679.95,2,42,0.803,0.283,2
378,10.0.4.202,192.168.1.131,8.3852,68.58,61596.14,22.87,0.63,1086.73,3,0,0.714,0.367,0
379,10.0.4.51,192.168.1.142,7.8314,55.24,48429.63,29.27,5.89,1002.86,3,0,0.869,0.301,0
380,10.0.1.190,192.168.1.71,10.3726,48.18,55783.02,15.68,4.52,817.51,4,0,0.909,0.277,0
381,10.0.1.218,192.168.1.67,7.576,59.82,60921.03,12.62,5.91,962.42,1,2,0.833,0.276,0
382,10.0.2.184,192.168.1.133,5.4164,45.07,33940.43,15.68,7.46,818.61,1,1,0.707,0.202,0
383,10.0.3.20,192.168.1.201,28.3527,40.36,40202.38,18.02,-1.14,1116.7,5,0,0.78,0.305,0
384,10.0.3.173,192.168.1.169,19.6577,56.88,43870.17,19.71,7.37,1051.27,1,0,0.743,0.295,0
385,10.0.1.78,192.168.1.78,24.5532,49.4,48239.53,20.98,9.03,1095.62,1,3,0.74,0.213,0
386,10.0.2.210,192.168.1.225,23.2228,30.33,49787.55,21.47,5.5,951.0,2,0,0.921,0.205,0
387,10.0.2.226,192.168.1.46,3.7001,51.25,2205807.87,19.59,2.81,1494.81,1,1,0.942,0.433,3
388,10.0.1.9,192.168.1.17,14.6537,1030.29,978613.24,0.49,4.74,902.25,236,0,0.749,0.735,1
389,10.0.4.94,192.168.1.16,25.784,44.4,61194.47,15.71,5.98,968.23,3,1,0.792,0.373,0
390,10.0.4.210,192.168.1.39,1.007,58.79,42540.58,16.69,6.51,907.82,1,2,0.72,0.289,0
391,10.0.2.237,192.168.1.241,9.9823,1061.53,776528.18,0.93,4.66,1108.76,239,0,0.902,0.583,1
392,10.0.1.106,192.168.1.228,20.2451,64.44,45080.43,26.64,3.05,1060.99,3,0,0.822,0.42,0
393,10.0.3.184,192.168.1.144,8.911,59.95,49065.04,30.87,1.51,855.79,0,0,0.809,0.358,0
394,10.0.1.91,192.168.1.82,15.4294,26.85,46559.36,18.13,3.04,706.4,1,1,0.843,0.359,0
395,10.0.3.39,192.168.1.232,8.4765,40.05,26778.19,23.35,10.01,998.9,2,0,0.78,0.41,0
396,10.0.3.107,192.168.1.126,1.2658,52.02,35564.43,2.31,5.97,951.21,3,23,0.829,0.427,2
397,10.0.3.152,192.168.1.33,27.3164,50.95,39517.49,18.85,6.94,883.52,1,1,0.815,0.368,0
398,10.0.4.181,192.168.1.84,27.615,49.67,58612.07,23.71,4.24,1316.17,1,2,0.826,0.219,0
399,10.0.4.187,192.168.1.89,28.9086,46.81,55428.73,20.37,7.64,710.53,3,2,0.915,0.315,0
400,10.0.3.112,192.168.1.3,24.7177,46.03,1393732.37,17.27,3.47,1402.71,3,0,0.945,0.234,3
401,10.0.2.84,192.168.1.57,15.5561,31.12,61799.13,30.35,7.57,469.17,2,0,0.892,0.433,0
402,10.0.3.125,192.168.1.110,26.3746,499.9,455447.16,0.32,4.27,1095.18,180,2,0.727,0.496,1
403,10.0.1.144,192.168.1.3,8.4003,48.86,955682.29,25.65,1.22,1442.64,1,1,0.922,0.292,3
404,10.0.3.219,192.168.1.241,27.2619,55.07,50870.16,1.2,6.71,1059.71,1,38,0.926,0.28,2
405,10.0.4.200,192.168.1.171,23.7844,59.97,804999.12,11.43,3.2,1463.34,0,1,0.924,0.232,3
406,10.0.4.178,192.168.1.176,26.3753,44.26,47188.75,22.9,7.82,905.78,1,0,0.826,0.336,0
407,10.0.4.149,192.168.1.179,10.8896,50.99,50555.87,22.71,5.37,916.13,3,3,0.793,0.367,0
408,10.0.1.187,192.168.1.32,9.6296,50.29,55166.44,3.97,2.19,1016.08,2,47,0.876,0.217,2
409,10.0.3.204,192.168.1.113,17.6313,46.81,54520.68,18.22,5.06,1104.7,1,0,0.767,0.364,0
410,10.0.3.123,192.168.1.82,25.0612,40.65,31319.78,27.65,7.08,1045.31,1,0,0.946,0.219,0
411,10.0.1.82,192.168.1.232,6.7161,64.78,1658387.08,23.48,8.83,1464.38,3,1,0.925,0.369,3
412,10.0.3.177,192.168.1.127,11.5202,41.58,58221.22,14.42,5.04,1300.03,4,1,0.787,0.38,0
413,10.0.4.56,192.168.1.46,17.2398,57.78,55945.04,14.4,7.14,846.16,3,1,0.718,0.222,0
414,10.0.1.117,192.168.1.52,24.9289,53.7,79272.7,15.03,3.16,915.19,0,1,0.873,0.298,0
415,10.0.1.15,192.168.1.243,16.2873,53.38,56459.72,17.0,3.93,1192.61,3,0,0.928,0.394,0
416,10.0.3.175,192.168.1.178,10.8502,1089.75,1096897.74,0.3,6.57,809.78,343,1,0.767,0.772,1
417,10.0.2.42,192.168.1.224,18.7178,60.7,51667.81,3.67,5.68,838.32,1,71,0.846,0.375,2
418,10.0.1.8,192.168.1.98,3.7577,60.24,50265.6,19.74,5.44,935.49,6,1,0.768,0.253,0
419,10.0.1.235,192.168.1.74,7.1727,55.06,69908.95,3.2,2.87,982.65,5,71,0.852,0.405,2
420,10.0.3.151,192.168.1.204,11.7121,56.08,78917.03,21.39,3.32,1198.33,3,0,0.721,0.23,0
421,10.0.4.9,192.168.1.210,15.2784,53.84,53789.81,23.44,4.24,934.74,3,2,0.843,0.325,0
422,10.0.4.15,192.168.1.34,14.0384,697.32,898611.63,0.96,7.74,1018.89,120,1,0.924,0.946,1
423,10.0.4.7,192.168.1.42,1.2423,860.73,636923.32,0.65,5.47,1152.02,223,0,0.834,0.811,1
424,10.0.2.151,192.168.1.145,22.0225,62.12,59387.24,4.61,5.61,814.45,3,68,0.753,0.278,2
425,10.0.3.232,192.168.1.95,10.2955,60.99,48112.88,14.11,5.45,1020.68,5,1,0.946,0.367,0
426,10.0.3.87,192.168.1.172,4.7337,69.57,59450.73,20.68,2.62,910.44,2,1,0.895,0.205,0
427,10.0.1.78,192.168.1.33,22.8199,58.28,59692.31,2.66,9.11,946.78,3,35,0.861,0.373,2
428,10.0.3.16,192.168.1.233,26.6023,51.09,67660.5,33.93,8.08,1072.08,1,0,0.934,0.332,0
429,10.0.1.79,192.168.1.92,15.478,992.09,499380.76,1.0,6.61,1240.96,177,1,0.815,0.905,1
430,10.0.2.55,192.168.1.75,21.15,54.69,44011.07,25.54,4.98,966.79,0,0,0.782,0.309,0
431,10.0.2.246,192.168.1.214,28.6698,52.64,49596.66,23.73,5.19,975.59,3,0,0.903,0.222,0
432,10.0.4.77,192.168.1.138,22.0824,41.29,38227.56,21.39,3.35,1058.83,3,0,0.703,0.43,0
433,10.0.2.33,192.168.1.151,26.7902,77.08,58078.71,4.93,5.18,1180.35,0,76,0.844,0.434,2
434,10.0.3.174,192.168.1.142,3.9854,70.76,50322.54,29.08,2.99,1125.21,1,0,0.785,0.401,0
435,10.0.1.228,192.168.1.29,19.3417,59.04,1387587.21,14.98,2.92,1453.89,2,0,0.939,0.351,3
436,10.0.4.19,192.168.1.146,5.7712,42.27,1204515.01,23.62,5.9,1441.64,1,0,0.935,0.426,3
437,10.0.4.146,192.168.1.127,21.7427,61.36,51815.99,9.84,2.62,852.27,1,1,0.752,0.426,0
438,10.0.3.236,192.168.1.166,17.4813,47.51,42729.0,4.35,7.63,978.27,3,34,0.776,0.374,2
439,10.0.2.208,192.168.1.111,12.9052,44.9,46228.82,12.62,7.05,810.43,0,1,0.935,0.423,0
440,10.0.3.108,192.168.1.147,13.6363,36.29,44600.61,13.32,8.06,921.92,0,1,0.824,0.383,0
441,10.0.4.194,192.168.1.244,12.6045,50.12,38033.34,18.67,7.74,1179.89,2,2,0.767,0.401,0
442,10.0.2.149,192.168.1.120,9.4768,49.68,55798.67,25.24,4.05,1245.25,4,1,0.809,0.443,0
443,10.0.2.183,192.168.1.106,8.5593,43.95,1324299.63,22.69,6.28,1480.13,1,1,0.79,0.319,3
444,10.0.1.155,192.168.1.212,5.2081,37.73,63006.45,25.06,6.37,1119.52,3,0,0.707,0.372,0
445,10.0.4.139,192.168.1.14,29.4969,42.25,39603.66,2.24,5.07,1136.65,2,29,0.753,0.372,2
446,10.0.3.222,192.168.1.18,14.1446,1300.77,503056.41,0.37,6.36,860.63,257,0,0.752,0.69,1
447,10.0.2.237,192.168.1.22,17.4857,38.66,2161824.93,16.54,6.72,1506.49,0,2,0.755,0.369,3
448,10.0.1.222,192.168.1.218,8.2458,44.71,59512.92,11.28,8.28,954.26,1,2,0.853,0.295,0
449,10.0.2.137,192.168.1.197,3.8701,1388.81,743317.89,0.46,4.91,861.12,192,1,0.732,0.537,1
450,10.0.1.186,192.168.1.216,10.5054,895.54,504309.95,0.43,3.98,1084.59,366,1,0.783,0.595,1
451,10.0.4.222,192.168.1.4,23.5527,54.95,53005.65,27.35,-0.02,1166.93,1,1,0.84,0.234,0
452,10.0.4.183,192.168.1.172,6.5405,47.32,70578.11,12.81,3.97,981.02,2,1,0.893,0.325,0
453,10.0.1.62,192.168.1.101,14.9991,61.93,41610.33,24.62,3.94,1198.14,3,0,0.727,0.266,0
454,10.0.2.62,192.168.1.52,23.5728,54.27,53596.49,20.41,7.96,845.13,0,2,0.772,0.23,0
455,10.0.2.165,192.168.1.71,16.9831,43.62,53451.48,25.07,3.6,804.16,1,1,0.877,0.325,0
456,10.0.2.27,192.168.1.105,23.7154,43.23,43713.3,6.91,2.04,799.08,0,1,0.749,0.404,0
457,10.0.2.38,192.168.1.211,20.1212,46.46,47081.36,16.65,2.68,1001.88,1,0,0.705,0.234,0
458,10.0.1.203,192.168.1.230,11.9561,52.61,61408.59,14.1,6.23,747.72,0,0,0.802,0.434,0
459,10.0.3.80,192.168.1.87,13.6217,749.15,567174.61,0.42,5.5,1043.22,125,4,0.741,0.577,1
460,10.0.2.115,192.168.1.185,1.1306,54.95,52801.24,10.23,3.55,950.86,1,1,0.712,0.201,0
461,10.0.4.160,192.168.1.109,12.9407,62.27,37898.39,22.19,2.26,1159.81,3,0,0.746,0.39,0
462,10.0.1.98,192.168.1.163,18.3031,47.42,45368.55,32.21,4.95,1203.52,0,2,0.708,0.235,0
463,10.0.1.141,192.168.1.100,29.3046,46.31,58070.46,25.6,5.57,949.1,0,2,0.718,0.247,0
464,10.0.1.95,192.168.1.118,21.2499,49.59,1140757.32,5.57,4.01,1471.14,7,3,0.72,0.243,3
465,10.0.2.118,192.168.1.162,4.6523,29.68,66625.55,1.11,7.44,1072.0,4,47,0.905,0.339,2
466,10.0.4.227,192.168.1.93,24.5237,595.24,484864.82,0.66,5.93,792.79,234,1,0.74,0.887,1
467,10.0.4.244,192.168.1.19,23.9061,52.21,41199.88,21.35,4.57,823.34,3,0,0.757,0.344,0
468,10.0.1.153,192.168.1.49,18.0269,68.89,56898.97,14.73,7.05,1089.55,3,0,0.844,0.289,0
469,10.0.4.9,192.168.1.108,15.472,49.61,1346300.82,23.53,0.54,1438.2,1,0,0.827,0.295,3
470,10.0.2.238,192.168.1.132,5.346,914.01,300923.03,0.97,4.21,885.64,131,1,0.733,0.549,1
471,10.0.3.56,192.168.1.142,22.1035,44.66,52111.24,11.66,5.6,768.44,2,0,0.924,0.359,0
